13,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
14,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
15,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
16,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
17,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
18,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
19,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
20,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
21,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
22,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
23,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
24,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
25,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
26,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
27,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
28,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
29,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
30,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
31,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
44,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
45,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
46,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
47,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
48,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
49,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
50,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
51,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
52,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
53,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
54,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
55,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
56,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
57,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
58,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
59,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
72,1002,Missing Time Key,",RESULT_F_PERIOD_KEY"
